Accession,Host,Collection_Date
WCR31490,Hominidae,2018
WCR31492,Hominidae,2018
WCR31493,Hominidae,2018
WCJ11717,Suidae,2017
WCJ11718,Suidae,2017
WCJ11719,Suidae,2017
WCJ11720,Suidae,2017
WCF05434,Suidae,2017-04-18
WCF05435,Suidae,2017-06-09
WCF05436,Suidae,2017-07-13
WCF05437,Suidae,2018-05-10
WCF05438,Suidae,2018-05-17
WCC72434,Hominidae,2014
WCC72435,Hominidae,2015
WCC72436,Hominidae,2018
WCC72437,Hominidae,2018
WCC72440,Hominidae,2013
WCC72441,Hominidae,2015
WCC72442,Hominidae,2015
WCC72443,Hominidae,2015
WCC72444,Hominidae,2017
WCB27381,Hominidae,2016-07-02
WCB27392,Hominidae,2016-07-26
WCB27403,Hominidae,2016-08-04
WCB27414,Hominidae,2016-08-13
WCB27425,Hominidae,2016-08-15
WCB27436,Hominidae,2016-08-17
WCB27447,Hominidae,2016-09-10
WCB27458,Hominidae,2016-09-17
WCB27469,Hominidae,2016-10-23
WCB27480,Hominidae,2018-01-11
WCB27491,Hominidae,2018-09-08
WCB27501,Hominidae,2012-06-13
WCB27512,Hominidae,2012-06-27
WCB27545,Hominidae,2014-07-17
WCB27556,Hominidae,2014-07-28
WBW48790,Hominidae,2014
WAA68932,Hominidae,2013
UZY23695,Bovidae,2013
UZY23696,Bovidae,2013
UZY23697,Bovidae,2013
UZY23698,Bovidae,2013
UZY23699,Bovidae,2013
UZY23700,Bovidae,2013
UZL85987,Bovidae,2013
UZH98840,Hominidae,2015-04-09
UZB56813,Hominidae,2014-04-05
UYX71621,Hominidae,2018-09
UFK32650,Equidae,2015-06-29
UFK32651,Equidae,2003-06-13
UYO71916,Bovidae,2008
UYO71917,Bovidae,2008
UYO71918,Bovidae,2006
UYO71919,Bovidae,2006
UXX27406,Hominidae,2018-08-08
UXX27409,Hominidae,2018-09-24
UXX27418,Hominidae,2017-11-21
UXX27419,Hominidae,2017-12-12
UXX27420,Hominidae,2018-01-08
UXX27421,Hominidae,2018-01-18
UXX27422,Hominidae,2018-02-12
UXX27423,Hominidae,2018-03-09
UXX27424,Hominidae,2018-03-12
UXX27425,Hominidae,2018-04-03
UXX27426,Hominidae,2018-04-10
UXX27427,Hominidae,2018-05-02
UXX27428,Hominidae,2018-05-15
UXX27429,Hominidae,2018-06-27
UXX27430,Hominidae,2018-07-03
UXX27431,Hominidae,2018-07-03
UXX27432,Hominidae,1997-07-03
UXX27433,Hominidae,1999-01-06
UXX27434,Hominidae,1999-01-13
UFK32652,Equidae,2017-05-29
UFK32653,Equidae,2017-04-18
UWV21377,Hominidae,2018-05-03
UUA80880,Hominidae,2016
UUA80881,Hominidae,2016
UUA80882,Hominidae,2016
UUA80883,Hominidae,2016
UUA80884,Hominidae,2016
UTQ10391,Hominidae,2017-12-12
UTQ11171,Hominidae,2017-12-13
UTQ11172,Hominidae,2017-12-13
UTQ11173,Hominidae,2017-12-13
UTQ11174,Hominidae,2017-12-13
UTQ11175,Hominidae,2017-12-13
UTQ11176,Hominidae,2017-12-13
UTQ11177,Hominidae,2017-12-13
UTQ11178,Hominidae,2017-12-13
UTQ11179,Hominidae,2017-12-13
UTQ11180,Hominidae,2017-12-13
UTQ11181,Hominidae,2017-12-13
UTQ11182,Hominidae,2017-12-13
UTQ11183,Hominidae,2017-12-13
UTQ11184,Hominidae,2017-12-13
UTQ11185,Hominidae,2017-12-13
UTQ11186,Hominidae,2017-12-13
UTQ11187,Hominidae,2017-12-13
UTQ11188,Hominidae,2017-12-13
UTQ11189,Hominidae,2017-12-13
UTQ11190,Hominidae,2017-12-13
UTQ11191,Hominidae,2017-12-13
UTQ11192,Hominidae,2017-12-13
UTQ11193,Hominidae,2017-12-13
UTQ11194,Hominidae,2017-12-13
UTQ11195,Hominidae,2017-12-13
UTQ11196,Hominidae,2017-12-13
UTQ11197,Hominidae,2017-12-13
UTQ11198,Hominidae,2017-12-13
UTQ11199,Hominidae,2017-12-13
UTQ11200,Hominidae,2017-12-13
UTQ11201,Hominidae,2017-12-13
UTQ11202,Hominidae,2017-12-13
UTQ11203,Hominidae,2017-12-13
UTM72646,Bovidae,2018-09
BDD80103,Hominidae,2017
BDD80114,Hominidae,2017
BDD80169,Hominidae,2018
BDG58364,Hominidae,2018-03-20
URZ88688,Hominidae,2018
URZ88691,Hominidae,2017
URZ88692,Hominidae,2016
URZ88693,Hominidae,2018
URZ88694,Hominidae,2016
URZ88695,Hominidae,2017
URZ88696,Hominidae,2016
URZ88705,Hominidae,2018
URZ88706,Hominidae,2016
URZ88707,Hominidae,2016
URZ88708,Hominidae,2016
URZ88709,Hominidae,2016
URZ88710,Hominidae,2018
URZ88711,Hominidae,2016
URZ88712,Hominidae,2017
URZ88713,Hominidae,2017
URZ88714,Hominidae,2018
URZ88715,Hominidae,2018
URZ88716,Hominidae,2016
URZ88717,Hominidae,2017
URZ88718,Hominidae,2017
URZ88719,Hominidae,2018
URZ88720,Hominidae,2018
URZ88721,Hominidae,2017
URZ88722,Hominidae,2018
URZ88723,Hominidae,2018
URZ88724,Hominidae,2018
URZ88725,Hominidae,2016
URZ88726,Hominidae,2016
URZ88727,Hominidae,2016
URZ88728,Hominidae,2018
URZ88729,Hominidae,2018
URZ88730,Hominidae,2018
URZ88731,Hominidae,2017
URW63817,Suidae,2018
URW63833,Suidae,2018
URW63834,Suidae,2018
URW63875,Suidae,2018
URW63877,Suidae,2018
UQQ66466,Bovidae,2009
UQQ66467,Bovidae,2003
UQQ66468,Bovidae,2003
UQQ66469,Bovidae,2016
UQQ66470,Bovidae,2016
UQQ66471,Bovidae,2009
UQQ66472,Bovidae,2009
UQQ66473,Bovidae,2009
UQJ69450,Hominidae,2016
UQJ69751,Hominidae,2016
UQJ69763,Hominidae,2016
UQJ69775,Hominidae,2016
UQJ69787,Hominidae,2016
UQJ69799,Hominidae,2016
UQJ69811,Hominidae,2016
UQJ69823,Hominidae,2016
UQJ69835,Hominidae,2016
UQJ69847,Hominidae,2016
UQJ69859,Hominidae,2016
UQJ69871,Hominidae,2016
UQJ69882,Hominidae,2016
UQJ69883,Hominidae,2016
UQJ69906,Hominidae,2016
UQJ69918,Hominidae,2016
UQJ69929,Hominidae,2016
UQJ69940,Hominidae,2017
UQJ69951,Hominidae,2017
UQJ69963,Hominidae,2017
UQJ69975,Hominidae,2017
UQJ69987,Hominidae,2017
UQJ69998,Hominidae,2017
UQJ70010,Hominidae,2017
UQJ70022,Hominidae,2017
UQJ70034,Hominidae,2017
UQJ70046,Hominidae,2017
UQJ70058,Hominidae,2017
UQJ70070,Hominidae,2017
UQJ70082,Hominidae,2017
UQJ70094,Hominidae,2017
UQJ70106,Hominidae,2017
UQJ70118,Hominidae,2017
UQJ70130,Hominidae,2017
UQJ70141,Hominidae,2017
UQJ70152,Hominidae,2017
UQJ70164,Hominidae,2017
UQJ70176,Hominidae,2017
UQJ70188,Hominidae,2017
UQJ70200,Hominidae,2017
UQJ70212,Hominidae,2017
UQJ70224,Hominidae,2017
UQJ70235,Hominidae,2017
UQJ70247,Hominidae,2017
UQJ70259,Hominidae,2017
UQJ70271,Hominidae,2017
UQJ70283,Hominidae,2017
UQJ70295,Hominidae,2018
UQJ70307,Hominidae,2018
UQJ70318,Hominidae,2018
UQJ70330,Hominidae,2018
UQJ70342,Hominidae,2018
UQJ70354,Hominidae,2018
UQJ70366,Hominidae,2018
UQJ70378,Hominidae,2018
UQJ70389,Hominidae,2018
UQJ70401,Hominidae,2018
UQJ70413,Hominidae,2018
UQJ70425,Hominidae,2018
UQJ70436,Hominidae,2018
UQJ70448,Hominidae,2018
UQJ70460,Hominidae,2018
UQJ70472,Hominidae,2018
UQJ70484,Hominidae,2018
UQJ70496,Hominidae,2018
UQJ70508,Hominidae,2018
UQJ70520,Hominidae,2018
UQJ70532,Hominidae,2018
UQJ70544,Hominidae,2018
UQJ70556,Hominidae,2018
UQJ70568,Hominidae,2018
UQJ70580,Hominidae,2018
UQJ70592,Hominidae,2018
UQJ70604,Hominidae,2018
UPV00543,Hominidae,2018
UPV00544,Hominidae,2018
UPV00545,Hominidae,2018
UPV00546,Hominidae,2018
UPV00547,Hominidae,2018
UPV00550,Hominidae,2018
UPV00623,Hominidae,2018
UPV00625,Hominidae,2018
UPV00626,Hominidae,2018
UPV00762,Hominidae,2018
UPV00763,Hominidae,2018
UPV00764,Hominidae,2018
UPV00765,Hominidae,2018
UPV00766,Hominidae,2018
UPV00767,Hominidae,2018
UPV00768,Hominidae,2018
UPO37854,Hominidae,2018-03-01
UPO37866,Hominidae,2018-04-14
UPO37878,Hominidae,2018-04-30
UPO37890,Hominidae,2018-04-11
UPO37902,Hominidae,2018-04-17
UPO37914,Hominidae,2018-04-03
UPO37926,Hominidae,2018-04-24
UPO37938,Hominidae,2018-04-21
UPO37950,Hominidae,2018-04-16
UPO37962,Hominidae,2018-04-07
UPO37974,Hominidae,2018-04-16
UPO37986,Hominidae,2018-05-06
UPO37998,Hominidae,2018-05-06
UPO38010,Hominidae,2018-07-22
UPO38022,Hominidae,2018-07-19
UPO38034,Hominidae,2018-07-27
UPO38046,Hominidae,2018-08-08
UPO38058,Hominidae,2018-02-21
UPO38070,Hominidae,2018-02-26
UPO38082,Hominidae,2018-03-10
UPO38094,Hominidae,2018-03-01
UPO38106,Hominidae,2018-03-03
UPO38202,Hominidae,2018-07-31
ULF48227,Hominidae,2018
UIP96860,Hominidae,2016
UHH90633,Hominidae,1998-02-06
UHH90655,Hominidae,1998-01-26
UCF74286,Hominidae,2014
UCF74287,Hominidae,2016
UCF74288,Hominidae,2016
UCF74289,Hominidae,2016
QLI46672,Hominidae,2016
QLI46673,Hominidae,2016
QLI46674,Hominidae,2016
QLI46675,Hominidae,2017
QLI46676,Hominidae,2017
QLI46677,Hominidae,2017
QLI46678,Hominidae,2017
QLI46679,Hominidae,2012
QLI46680,Hominidae,2015
QLI46681,Hominidae,2016
QLI46682,Hominidae,2017
QLI46683,Hominidae,2017
QLI46684,Hominidae,2017
QLI46685,Hominidae,2014
QLI46686,Hominidae,2015
QLI46687,Hominidae,2017
QLI46688,Hominidae,2017
QLI46689,Hominidae,2017
QLI46690,Hominidae,2017
QLI46691,Hominidae,2017
QLI46692,Hominidae,2017
QLI46693,Hominidae,2017
QLI46694,Hominidae,2016
QLI46695,Hominidae,2014
QLI46696,Hominidae,2014
QLI46697,Hominidae,2015
QLI46698,Hominidae,2015
QLI46699,Hominidae,2016
QLI46700,Hominidae,2016
QLI46701,Hominidae,2016
QLI46702,Hominidae,2016
QLI46703,Hominidae,2016
QLI46704,Hominidae,2015
QLI46705,Hominidae,2015
QLI46706,Hominidae,2015
QLI46707,Hominidae,2014
QXY08796,Hominidae,2010-07-28
QXY08807,Hominidae,2010-07-31
QXY08848,Hominidae,2012-01-08
QXY08881,Hominidae,2012-02-10
QXY08892,Hominidae,2012-02-10
QXY08903,Hominidae,2012-02-11
QXY08914,Hominidae,2012-02-13
QXY08932,Hominidae,2012-02-16
QXY08943,Hominidae,2012-03-02
QXY08954,Hominidae,2012-03-03
QXY08975,Hominidae,2012-03-05
QXY08986,Hominidae,2012-03-19
QXY08997,Hominidae,2012-03-24
QXY09008,Hominidae,2012-03-29
QXY09029,Hominidae,2012-04-14
QXY09040,Hominidae,2012-04-26
QXY09050,Hominidae,2012-05-04
QXY09059,Hominidae,2012-05-11
QXY09079,Hominidae,2012-05-15
QXY09090,Hominidae,2012-05-15
QXY09111,Hominidae,2012-06-05
QXY09121,Hominidae,2012-06-05
QXY09132,Hominidae,2012-06-09
QXY09165,Hominidae,2012-06-19
QXY09174,Hominidae,2012-06-22
QXY09183,Hominidae,2012-06-27
QXY09194,Hominidae,2012-06-27
QXY09237,Hominidae,2012-06-11
QXY09259,Hominidae,2012-07-14
QXY09276,Hominidae,2012-07-16
QXY09298,Hominidae,2012-07-19
QXY09309,Hominidae,2012-07-20
QXY09320,Hominidae,2012-07-21
QXY09331,Hominidae,2012-07-20
QXY09342,Hominidae,2012-07-27
QXY09353,Hominidae,2012-07-21
QXY09364,Hominidae,2012-07-24
QXY09385,Hominidae,2012-07-25
QXY09396,Hominidae,2012-07-31
QXY09407,Hominidae,2012-08-02
QXY09418,Hominidae,2012-08-03
QXY09434,Hominidae,2012-08-04
QXY09445,Hominidae,2012-08-08
QXY09456,Hominidae,2012-08-08
QXY09467,Hominidae,2012-08-09
QXY09478,Hominidae,2012-08-09
QXY09489,Hominidae,2012-08-09
QXY09500,Hominidae,2012-08-10
QXY09520,Hominidae,2012-08-15
QXY09541,Hominidae,2012-08-25
QXY09563,Hominidae,2012-09-18
QXY09596,Hominidae,2013-04-11
QXY09607,Hominidae,2013-04-13
QXY09629,Hominidae,2013-04-30
QXY09651,Hominidae,2013-05-12
QXY09684,Hominidae,2013-05-22
QXY09706,Hominidae,2013-05-23
QXY09739,Hominidae,2013-05-30
QXY09750,Hominidae,2013-05-31
QXY09816,Hominidae,2013-06-08
QXY09827,Hominidae,2013-06-08
QXY09838,Hominidae,2013-06-09
QXY09849,Hominidae,2013-06-11
QXY09860,Hominidae,2013-06-17
QXY09871,Hominidae,2013-06-18
QXY09882,Hominidae,2013-06-17
QXY09893,Hominidae,2013-06-18
QXY09904,Hominidae,2013-06-21
QXY09936,Hominidae,2013-06-26
QXY09968,Hominidae,2013-07-16
QXY09979,Hominidae,2013-07-19
QXY10012,Hominidae,2013-08-10
QXY10023,Hominidae,2013-08-12
QXY10055,Hominidae,2013-09-03
QXY10066,Hominidae,2013-09-05
QXY10099,Hominidae,2013-09-18
QXY10110,Hominidae,2013-09-17
QXY10121,Hominidae,2013-09-23
QXY10132,Hominidae,2013-09-25
QXY10154,Hominidae,2013-10-19
QXY10165,Hominidae,2013-11-07
QXY10176,Hominidae,2013-11-12
QXY10187,Hominidae,2014-02-21
QXY10220,Hominidae,2014-03-18
QXY10242,Hominidae,2014-04-03
QXY10264,Hominidae,2014-04-14
QXY10275,Hominidae,2014-04-16
QXY10286,Hominidae,2014-04-19
QXY10297,Hominidae,2014-04-23
QXY10308,Hominidae,2014-05-07
QXY10318,Hominidae,2014-05-24
QXY10330,Hominidae,2014-06-15
QXY10341,Hominidae,2014-06-15
QXY10352,Hominidae,2014-06-16
QXY10374,Hominidae,2014-06-17
QXY10385,Hominidae,2014-06-22
QXY10396,Hominidae,2014-06-24
QXY10407,Hominidae,2014-07-14
QXY10418,Hominidae,2014-07-18
QXY10429,Hominidae,2014-07-18
QXY10440,Hominidae,2014-07-21
QXY10451,Hominidae,2014-06-22
QXY10462,Hominidae,2014-08-13
QXY10471,Hominidae,2014-09-03
QXY10482,Hominidae,2014-09-04
QXY10493,Hominidae,2014-09-04
QXY10504,Hominidae,2015-03-26
QXY10515,Hominidae,2015-05-23
QXY10526,Hominidae,2015-05-30
QXY10537,Hominidae,2015-06-01
QXY10548,Hominidae,2015-06-02
QXY10559,Hominidae,2015-06-03
QXY10570,Hominidae,2015-06-05
QXY10581,Hominidae,2015-06-06
QXY10592,Hominidae,2015-06-06
QXY10603,Hominidae,2015-06-09
QXY10614,Hominidae,2015-06-10
QXY10625,Hominidae,2015-06-09
QXY10636,Hominidae,2015-06-11
QXY10647,Hominidae,2015-06-12
QXY10658,Hominidae,2015-06-16
QXY10669,Hominidae,2015-06-16
QXY10680,Hominidae,2015-06-16
QXY10691,Hominidae,2015-06-16
QXY10701,Hominidae,2015-06-17
QXY10712,Hominidae,2015-06-20
QXY10723,Hominidae,2015-06-20
QXY10734,Hominidae,2015-06-20
QXY10745,Hominidae,2015-06-22
QXY10756,Hominidae,2015-06-23
QXY10767,Hominidae,2015-06-23
QXY10778,Hominidae,2015-06-25
QXY10789,Hominidae,2015-06-25
QXY10799,Hominidae,2015-06-27
QXY10810,Hominidae,2015-06-27
QXY10821,Hominidae,2015-06-28
QXY10832,Hominidae,2015-07-03
QXY10843,Hominidae,2015-07-02
QXY10854,Hominidae,2015-07-03
QXY10865,Hominidae,2015-07-05
QXY10876,Hominidae,2015-07-05
QXY10887,Hominidae,2015-07-06
QXY10898,Hominidae,2015-07-07
QXY10909,Hominidae,2015-07-08
QXY10920,Hominidae,2015-07-11
QXY10931,Hominidae,2015-07-14
QXY10942,Hominidae,2015-07-14
QXY10953,Hominidae,2015-07-15
QXY10964,Hominidae,2015-07-15
QXY10975,Hominidae,2015-07-16
QXY10986,Hominidae,2015-07-17
QXY10997,Hominidae,2015-07-24
QXY11008,Hominidae,2015-07-25
QXY11019,Hominidae,2015-07-26
QXY11030,Hominidae,2015-08-01
QXY11062,Hominidae,2015-08-01
QXY11073,Hominidae,2015-08-07
QXY11084,Hominidae,2015-08-09
QXY11095,Hominidae,2015-08-11
QXY11106,Hominidae,2015-08-24
QXY11117,Hominidae,2015-08-26
QXY11128,Hominidae,2015-08-29
QXY11139,Hominidae,2015-09-01
QXY11150,Hominidae,2015-09-02
QXY11161,Hominidae,2015-10-12
QXY11172,Hominidae,2015-11-02
QXY11183,Hominidae,2016-06-01
QXY11194,Hominidae,2016-06-04
QXY11205,Hominidae,2016-06-21
QXY11216,Hominidae,2016-07-10
QXY11227,Hominidae,2016-07-17
QXY11238,Hominidae,2016-07-25
QXY11249,Hominidae,2016-07-30
QXY11260,Hominidae,2016-08-15
QXY11271,Hominidae,2016-08-19
QXY11282,Hominidae,2016-09-01
QXY11293,Hominidae,2016-09-02
QXY11304,Hominidae,2016-09-03
QXY11315,Hominidae,2016-09-08
QXY11326,Hominidae,2016-09-10
QXY11337,Hominidae,2016-09-16
QXY11359,Hominidae,2018-04-20
QXY11378,Hominidae,2018-05-01
QXY11388,Hominidae,2018-05-14
QXY11421,Hominidae,2018-06-03
QXY11432,Hominidae,2018-06-01
QXY11443,Hominidae,2018-06-01
QXY11453,Hominidae,2018-06-12
QXY11464,Hominidae,2018-06-15
QXY11475,Hominidae,2018-07-04
QXY11486,Hominidae,2018-07-09
QXY11497,Hominidae,2018-07-10
QXY11508,Hominidae,2018-07-10
QXY11519,Hominidae,2018-07-10
QXY11530,Hominidae,2018-07-12
QXY11552,Hominidae,2018-07-25
QXY11573,Hominidae,2018-07-28
QXY11584,Hominidae,2018-08-04
QXY11594,Hominidae,2018-08-01
QXY11605,Hominidae,2018-08-10
QXY11616,Hominidae,2018-08-23
QXY11625,Hominidae,2018-08-23
QXY12042,Hominidae,2018-04-22
QXY12064,Hominidae,2018-07-12
QXY12075,Hominidae,2018-08-06
QXY12086,Hominidae,2014-10-19
QXY12097,Hominidae,2016-07-02
QXY12108,Hominidae,2016-07-31
QXY12119,Hominidae,2016-08-01
QXY12130,Hominidae,2016-09-29
QXY12141,Hominidae,2017-12-22
QXY12152,Hominidae,2018-08-29
QXY12185,Hominidae,2013-06-08
QXY12196,Hominidae,2013-06-15
QXY12218,Hominidae,2013-07-05
QXY12240,Hominidae,2013-07-14
QXY12251,Hominidae,2013-12-19
QXY12262,Hominidae,2014-01-04
QXY12273,Hominidae,2014-06-19
QXY12284,Hominidae,2016-08-24
QXY12295,Hominidae,2016-12-12
QXY12306,Hominidae,2017-10-04
QXY12317,Hominidae,2018-09-12
QXY12350,Hominidae,2012-01-02
QXY12372,Hominidae,2012-03-21
QXY12382,Hominidae,2012-09-21
QXY12404,Hominidae,2012-03-25
QXY12423,Hominidae,2012-06-01
QXY12434,Hominidae,2012-02-17
QXY12445,Hominidae,2012-08-05
QXY12456,Hominidae,2013-03-27
QXY12467,Hominidae,2017-01-27
QXY12478,Hominidae,2017-08-05
QXY12489,Hominidae,2017-08-30
QXY12500,Hominidae,2017-11-30
QIE05467,Hominidae,2014
QIE05468,Hominidae,2014
QIE05469,Hominidae,2016
QIE05470,Hominidae,2016
QIE05471,Hominidae,2016
QIE05472,Hominidae,2016
QIE05473,Hominidae,2016
QIE05474,Hominidae,2017
QIE05475,Hominidae,2017
QIE05476,Hominidae,2017
QIE05477,Hominidae,2017
QIE05478,Hominidae,2017
QIE05479,Hominidae,2017
QIE05480,Hominidae,2014
QIE05481,Hominidae,2014
QIE05482,Hominidae,2016
QIE05483,Hominidae,2016
QIE05484,Hominidae,2016
QIE05485,Hominidae,2016
QIE05486,Hominidae,2017
QIE05487,Hominidae,2017
QIE05488,Hominidae,2016
QIE05489,Hominidae,2017
QIE05490,Hominidae,2017
QIE05491,Hominidae,2015
QIE05492,Hominidae,2015
QIE05493,Hominidae,2015
QIE05494,Hominidae,2016
QIE05495,Hominidae,2016
QIE05496,Hominidae,2016
QIE05497,Hominidae,2017
QIE05498,Hominidae,2017
QIE05499,Hominidae,2014
QIE05500,Hominidae,2014
QIE05501,Hominidae,2017
QWY11286,Hominidae,2008
QWY11287,Hominidae,2008
QWY11288,Hominidae,2008
QWY11289,Hominidae,2008
QWY11290,Hominidae,2009
QWY11291,Hominidae,2009
QWY11292,Hominidae,2009
QWY11293,Hominidae,2016
QWY11294,Hominidae,2007
QWY11295,Hominidae,2007
QWY11296,Hominidae,2010
QWY11297,Hominidae,2010
QWY11298,Hominidae,2010
QWY11299,Hominidae,2010
QWY11300,Hominidae,2013
QWY11301,Hominidae,2013
QWY11302,Hominidae,2008
QWY11303,Hominidae,2013
QWY11304,Hominidae,2013
QWY11305,Hominidae,2013
QWY11306,Hominidae,2003
QWY11307,Hominidae,2009
QWY11308,Hominidae,2009
QWY11309,Hominidae,2003
QWY11310,Hominidae,2003
QWY11311,Hominidae,2003
QWY11312,Hominidae,2013
QWY11313,Hominidae,2003
QWY11314,Hominidae,2003
QWY11315,Hominidae,2013
QWY11316,Hominidae,2013
QWY11317,Hominidae,2006
QWY11318,Hominidae,2013
QWY11319,Hominidae,2013
QWY11320,Hominidae,2014
QWY11321,Hominidae,2013
QWY11322,Hominidae,2013
QWY11323,Hominidae,2008
QWY11324,Hominidae,2013
QWY11325,Hominidae,2013
QWY11326,Hominidae,2008
QWY11327,Hominidae,2008
QWY11328,Hominidae,2008
QWY11329,Hominidae,2008
QWY11330,Hominidae,2008
QWY11331,Hominidae,2008
QWY11332,Hominidae,2013
QWY11333,Hominidae,2014
QWY11334,Hominidae,2014
QWY11335,Hominidae,2014
QWY11336,Hominidae,2014
QWY11337,Hominidae,2014
QWY11338,Hominidae,2014
QWY11339,Hominidae,2014
QWY11340,Hominidae,2014
QWY11341,Hominidae,2008
QWY11342,Hominidae,2014
QWY11343,Hominidae,2014
QWY11344,Hominidae,2014
QWY11345,Hominidae,2015
QWY11346,Hominidae,2007
QWY11347,Hominidae,2015
QWY11348,Hominidae,2015
QWY11349,Hominidae,2015
QWY11350,Hominidae,2016
QWY11351,Hominidae,2016
QWY11352,Hominidae,2017
QWY11353,Hominidae,2009
QWY11354,Hominidae,2009
QWY11355,Hominidae,2009
QWY11356,Hominidae,2009
QWY11357,Hominidae,2009
QWY11358,Hominidae,2009
QWY11359,Hominidae,2009
QWY11360,Hominidae,2007
QWY11361,Hominidae,2009
QWY11362,Hominidae,2007
QWY11363,Hominidae,2010
QWY11364,Hominidae,2007
QWY11365,Hominidae,2010
QWY11366,Hominidae,2010
QWY11367,Hominidae,2010
QWY11368,Hominidae,2010
QWY11369,Hominidae,2007
QWY11370,Hominidae,2010
QWY11371,Hominidae,2007
QWY11372,Hominidae,2007
QWY11373,Hominidae,2012
QWY11374,Hominidae,2012
QWY11375,Hominidae,2012
QWY11376,Hominidae,2012
QWY11377,Hominidae,2012
QWY11378,Hominidae,2012
QWY11379,Hominidae,2012
QWY11380,Hominidae,2012
QWY11381,Hominidae,2012
QWY11382,Hominidae,2012
QWY11383,Hominidae,2012
QWT50637,Hominidae,2017
QWT50639,Hominidae,2017
QUQ59686,Hominidae,2004
QUQ59687,Hominidae,2012
QUQ59688,Hominidae,2013
QUQ59689,Hominidae,2009
QUQ59690,Hominidae,2011
QUQ59691,Hominidae,2017
QTW43736,Hominidae,2017-05-09
QTW43748,Hominidae,2017-05-17
QTW43760,Hominidae,2017-05-30
QTG69734,Suidae,2016
QTG69735,Suidae,2016
QTG69736,Suidae,2016
QTG69737,Suidae,2016
QTG69738,Suidae,2016
QTG69739,Suidae,2016
QTG69740,Suidae,2016
QTG69741,Suidae,2016
QSV39128,Hominidae,2017-11-14
QST04873,Hominidae,2015
QSL97070,Bovidae,2017
QSL97071,Bovidae,2017
QSL97072,Bovidae,2017
QSL97073,Bovidae,2017
QSL97074,Bovidae,2017
QSL97075,Bovidae,2017
QHX59423,Hominidae,2014
QHX59424,Hominidae,2014
QHX59425,Hominidae,2014
QHX59426,Hominidae,2014
QHX59427,Hominidae,2014
QHX59428,Hominidae,2014
QHX59429,Hominidae,2014
QHX59430,Hominidae,2014
QHX59431,Hominidae,2014
QHX59432,Hominidae,2014
QHX59433,Hominidae,2014
QHX59434,Hominidae,2014
QHX59435,Hominidae,2014
QHX59436,Hominidae,2014
QHX59437,Hominidae,2014
QHX59438,Hominidae,2014
QHX59439,Hominidae,2014
QHX59440,Hominidae,2014
QHX59441,Hominidae,2014
QHX59442,Hominidae,2014
QHX59443,Hominidae,2014
QHX59444,Hominidae,2014
QHX59445,Hominidae,2014
QHX59446,Hominidae,2014
QHX59447,Hominidae,2014
QHX59448,Hominidae,2014
QHX59449,Hominidae,2014
QHX59450,Hominidae,2014
QHX59451,Hominidae,2014
QHX59452,Hominidae,2014
QHX59453,Hominidae,2014
QHX59454,Hominidae,2014
QHX59455,Hominidae,2014
QHX59456,Hominidae,2014
QHX59457,Hominidae,2014
QHX59458,Hominidae,2014
QHX59459,Hominidae,2014
QHX59460,Hominidae,2014
QHX59461,Hominidae,2014
QHX59462,Hominidae,2014
QHX59463,Hominidae,2014
QHX59464,Hominidae,2014
QHX59465,Hominidae,2014
QHX59466,Hominidae,2014
QHX59467,Hominidae,2014
QHX59468,Hominidae,2014
QHX59469,Hominidae,2014
QHX59470,Hominidae,2014
QHX59471,Hominidae,2014
QHX59472,Hominidae,2014
QHX59473,Hominidae,2014
QHX59474,Hominidae,2014
QHX59475,Hominidae,2015
QHX59476,Hominidae,2015
QHX59477,Hominidae,2015
QHX59478,Hominidae,2014
QHX59479,Hominidae,2015
QHX59480,Hominidae,2015
QHX59481,Hominidae,2014
QHX59482,Hominidae,2014
QHX59483,Hominidae,2014
QHX59484,Hominidae,2014
QHX59485,Hominidae,2014
QHX59486,Hominidae,2015
QHX59487,Hominidae,2015
QHX59488,Hominidae,2015
QHX59489,Hominidae,2015
QHX59490,Hominidae,2015
QHX59491,Hominidae,2015
QHX59492,Hominidae,2015
QHX59493,Hominidae,2015
QHX59494,Hominidae,2015
QHX59495,Hominidae,2015
QHX59496,Hominidae,2015
QHX59497,Hominidae,2015
QHX59498,Hominidae,2016
QHX59499,Hominidae,2016
QHX59500,Hominidae,2016
QHX59501,Hominidae,2015
QHX59502,Hominidae,2016
QHX59503,Hominidae,2015
QHX59504,Hominidae,2015
QHX59505,Hominidae,2015
QHX59506,Hominidae,2015
QHX59507,Hominidae,2015
QHX59508,Hominidae,2015
QHX59509,Hominidae,2015
QHX59510,Hominidae,2015
QHX59511,Hominidae,2015
QHX59512,Hominidae,2016
QHX59513,Hominidae,2015
QHX59514,Hominidae,2015
QHX59515,Hominidae,2015
QHX59516,Hominidae,2015
QHX59517,Hominidae,2015
QHX59518,Hominidae,2016
QHX59519,Hominidae,2016
QHX59520,Hominidae,2016
QHX59521,Hominidae,2015
QHX59522,Hominidae,2015
QHX59523,Hominidae,2015
QHX59524,Hominidae,2015
QHX59525,Hominidae,2015
QHX59526,Hominidae,2015
QHX59527,Hominidae,2015
QHX59528,Hominidae,2015
QHX59529,Hominidae,2015
QHX59530,Hominidae,2015
QHX59531,Hominidae,2016
QHX59532,Hominidae,2016
QHX59533,Hominidae,2016
QHX59534,Hominidae,2015
QHX59535,Hominidae,2015
QHX59536,Hominidae,2015
