Accession,Host,Collection_Date
BAP34148,Hominidae,2012-07
BAP34149,Hominidae,2012-07
AGC30616,Hominidae,2010-08-27
AGC30619,Hominidae,2010-11-16
AEX30830,Phasianidae,2011-03-16
ADV52475,Hominidae,2010-05
ACN22281,Phasianidae,2002
ACC91708,Phasianidae,2002
ACC91711,Phasianidae,2003
ACC91712,Phasianidae,2003
ACC91713,Phasianidae,2004
ACC91714,Phasianidae,2006
XDI09051,Hominidae,2015
BBB93558,Hominidae,1981-02
BBB93569,Hominidae,1982-03
BBB93580,Hominidae,1983-04
BBB93591,Hominidae,1984-04
BBB93602,Hominidae,1987-02
BBB93613,Hominidae,1987-03
BBB93624,Hominidae,1989-03
WDU50293,Hominidae,2017
QXY09318,Hominidae,2012-07-21
QXY09329,Hominidae,2012-07-20
BCD71532,Hominidae,2017-04
BBM12447,Hominidae,2016
BBM12458,Hominidae,2016
BBM12469,Hominidae,2016
QGX01904,Suidae,2015-03
AYE56685,Hominidae,2012
BBH36357,Hominidae,2016
BBH36368,Hominidae,2016
BBH36424,Hominidae,2008
BBH36435,Hominidae,2008
AST12226,Hominidae,2013-03-28
BAX35528,Hominidae,2007
BAX35539,Hominidae,2007
BAX35550,Hominidae,2007
BAX35561,Hominidae,2007
BAX35572,Hominidae,2008
BAX35583,Hominidae,2008
BAX35605,Hominidae,2014-04-04
BAX35616,Hominidae,2014-04-24
BAX35627,Hominidae,2014-06-01
BAX35682,Hominidae,2014-05-14
BAX35704,Hominidae,2014-03-14
BAX35715,Hominidae,2014-03-25
BAX35726,Hominidae,2014-07-05
BAX35807,Hominidae,2014-05-11
BAX35810,Hominidae,2014-04-27
BAX35819,Hominidae,2014-04-22
BAX35831,Hominidae,2014-03-29
BAX35835,Hominidae,2014-04-08
BAX35836,Hominidae,2014-03-17
BAX35837,Hominidae,2014-03-21
BAX35838,Hominidae,2014-04-02
BAX35839,Hominidae,2014-04-29
BAX35840,Hominidae,2014-05-09
BAX35841,Hominidae,2014-07-05
BAX35842,Hominidae,2014-03-10
BAX35843,Hominidae,2014-03-10
AQQ12279,Suidae,2015-03
BAV81524,Hominidae,2007
BAV81535,Hominidae,2007
BAV81546,Hominidae,2008
BAV81557,Hominidae,2008
BAV81568,Hominidae,2009
BAV81579,Hominidae,2009
BAV81590,Hominidae,2012
BAV81601,Hominidae,2013
BAV81613,Hominidae,2013
AOI28059,Hominidae,1974
AMC39897,Hominidae,2008
BAT46791,Hominidae,2014
BAT46808,Hominidae,2014
BAT46809,Hominidae,2014
BAT46810,Hominidae,2015
BAT46811,Hominidae,2015
BAT46812,Hominidae,2015
BAT46813,Hominidae,2015
BAT46814,Hominidae,2015
AKD32411,Hominidae,2008
AKD32412,Hominidae,2008
AKD32413,Hominidae,2008
AKD32414,Hominidae,2008
AKD32415,Hominidae,2008
AKD32418,Hominidae,2008
AKD32420,Hominidae,2008
AKD32422,Hominidae,2008
AKD32424,Hominidae,2007
AKD32425,Hominidae,2008
AKD32431,Hominidae,2008
AKD32432,Hominidae,2008
AKD32433,Hominidae,2008
AKD32434,Hominidae,2009
AKD32435,Hominidae,2008
AKD32436,Hominidae,2009
AKD32440,Hominidae,2008
AKD32441,Hominidae,2008
AKD32442,Hominidae,2008
AKD32443,Hominidae,2008
AKD32444,Hominidae,2008
AKD32445,Hominidae,2009
AKD32446,Hominidae,2009
AKD32448,Hominidae,2009
AKD32449,Hominidae,2009
AKD32450,Hominidae,2009
AKD32451,Hominidae,2009
AKD32453,Hominidae,2008
AKD32454,Hominidae,2009
AKD32455,Hominidae,2009
AKD32456,Hominidae,2009
AKD32457,Hominidae,2009
AKD32459,Hominidae,2009
AKD32460,Hominidae,2008
AKD32461,Hominidae,2008
AKD32462,Hominidae,2008
AKD32463,Hominidae,2007
AKD32466,Hominidae,2008
AKD32467,Hominidae,2009
AKD32468,Hominidae,2009
AKD32469,Hominidae,2009
AKD32470,Hominidae,2009
AKD32472,Hominidae,2008
AKD32473,Hominidae,2008
AKD32474,Hominidae,2008
AKD32476,Hominidae,2007
AKD32477,Hominidae,2008
AKD32483,Hominidae,2008
AKD32486,Hominidae,2008
AKD32490,Hominidae,2008
AKD32491,Hominidae,2008
AKD32492,Hominidae,2008
AKD32494,Hominidae,2008
AKD32495,Hominidae,2008
AKD32496,Hominidae,2008
AKD32497,Hominidae,2008
AKD32498,Hominidae,2008
AKD32499,Hominidae,2008
AKD32500,Hominidae,2008
AKD32505,Hominidae,2009
AKD32508,Hominidae,2008
AKD32509,Hominidae,2008
AKD32511,Hominidae,2009
AKD32512,Hominidae,2008
AKD32513,Hominidae,2008
AKD32514,Hominidae,2008
AKD32515,Hominidae,2008
AKD32516,Hominidae,2008
AKD32517,Hominidae,2008
AKD32519,Hominidae,2009
AKD32520,Hominidae,2008
AKD32521,Hominidae,2008
AKD32522,Hominidae,2008
AKD32523,Hominidae,2008
BAT22760,Hominidae,2008
BAS05960,Hominidae,1994
BAR87958,Hominidae,2012
AKD32526,Hominidae,2009
AKD32527,Hominidae,2008
AKD32529,Hominidae,2008
AKD32530,Hominidae,2008
AKD32531,Hominidae,2008
AKD33408,Hominidae,2008
AHZ32379,Hominidae,1999
AHZ32632,Hominidae,1999
AHZ33413,Hominidae,1999
AGF85875,Hominidae,2004-04
AGF86066,Hominidae,2004-07
AGC30613,Hominidae,2010-07-02
AGC30617,Hominidae,2010-11-27
AGC30620,Hominidae,2010-08-29
YP_008136232,Phasianidae,2003
WCG92596,Hominidae,2014
WCG92597,Hominidae,2015
WCG92598,Hominidae,2018
WCG92599,Hominidae,2018
UYO71920,Bovidae,2008
UYO71921,Bovidae,2008
UQQ66477,Bovidae,2003
UQQ66478,Bovidae,2016
UQQ66479,Bovidae,2016
UQQ66480,Bovidae,2009
UQQ66481,Bovidae,2009
UQQ66482,Bovidae,2009
QXY09340,Hominidae,2012-07-22
QXY09627,Hominidae,2013-04-30
QXY09715,Hominidae,2013-05-24
BCD71729,Hominidae,2017-04
BCK33960,Hominidae,2016
BCK33964,Hominidae,2016
BCK33994,Hominidae,2016
BCK34006,Hominidae,2016
BCK34007,Hominidae,2016
BCK34590,Hominidae,2016
BCG52886,Bovidae,2006-07
BCG52897,Bovidae,2007-02
BCG52908,Bovidae,2007-03
BCG52919,Bovidae,2007-06
BCG52930,Bovidae,2007-03
BBJ70152,Hominidae,2017
BBJ70159,Hominidae,2017
BBJ70161,Hominidae,2017
BBJ70164,Hominidae,2018
BBJ70165,Hominidae,2018
BBJ70166,Hominidae,2018
QDJ94340,Bovidae,2017-06-19
AST11926,Hominidae,2013-03-06
AST12018,Hominidae,2013-04-06
AST12081,Hominidae,2013-04-18
AST12117,Hominidae,2013-04-08
AST12238,Hominidae,2014-02-21
BAX36126,Hominidae,2014-04-29
BAX36323,Hominidae,2014-04-30
BAV35161,Bovidae,1983
BAV35172,Bovidae,1983
BAV35183,Bovidae,1989
AKA40080,Hominidae,2002-06-18
AKA40166,Hominidae,2008-05-25
AKA40238,Hominidae,2011-11-17
AKA40262,Hominidae,2005
AKA40721,Hominidae,2007-08-09
AIL83376,Hominidae,2012
AIL83397,Hominidae,2012
AIL83441,Hominidae,2012
AGK89884,Bovidae,2000
AGK89885,Bovidae,2000
AGK89888,Bovidae,1999
AGK89890,Bovidae,2001
AGK89892,Bovidae,2001
AGK89894,Bovidae,2002
AGK89896,Bovidae,2000
AGK89906,Bovidae,2004
AGK89907,Bovidae,2008
AFL91895,Phasianidae,2003
AGF85851,Hominidae,2004-05
AGF85863,Hominidae,2004-05
AGF85887,Hominidae,2004-03
AGF85899,Hominidae,2004-03
AGF85928,Hominidae,2004-02
AGF85940,Hominidae,2004-02
AGF85952,Hominidae,2004-01
AGF85976,Hominidae,2004-01
AGF85988,Hominidae,2004-01
AGF86032,Hominidae,2003-11
AGF86042,Hominidae,2003-03
AGF86054,Hominidae,2003-01
AGF86102,Hominidae,2004-05
AGF86114,Hominidae,2004-05
AGF86126,Hominidae,2004-05
AGF86148,Hominidae,2004-03
AGF86160,Hominidae,2004-02
AGF86170,Hominidae,2004-02
AGF86180,Hominidae,2004-01
AGF86192,Hominidae,2004-01
AGF86204,Hominidae,2004-01
AGF86216,Hominidae,2004-01
AGF86227,Hominidae,2003-11
AGF86237,Hominidae,2003-10
AGF86249,Hominidae,2003-03
AGF86261,Hominidae,2003-02
AGF86273,Hominidae,2003-01
AGF86285,Hominidae,2003-01
AGE44127,Hominidae,2012
AGA03912,Hominidae,2007-12-14
ADE44242,Hominidae,2004-04
ADE44244,Hominidae,2001-07-01
ACZ63166,Bovidae,2008
ACN86102,Bovidae,1998
WDU50990,Hominidae,2015
WDU51126,Hominidae,2016
BEG97593,Hominidae,2017
WIW41014,Suidae,2017
BCD71417,Hominidae,2016
BCD71461,Hominidae,2017-03
BCD71554,Hominidae,2017-04
BCD71652,Hominidae,2017-04
BCD71696,Hominidae,2017-05
BCD71751,Hominidae,2017-04
BCD71762,Hominidae,2016-09
BCD71773,Hominidae,2017-04
BCK33954,Hominidae,2016
BCK33974,Hominidae,2016
BCK33985,Hominidae,2016
BCK33992,Hominidae,2016
BCK34002,Hominidae,2016
BCK34004,Hominidae,2016
BCK34008,Hominidae,2016
BCK34581,Hominidae,2017
BCK34589,Hominidae,2017
QCD17042,Hominidae,2017
QGX01900,Suidae,2015-02
QGX01905,Suidae,2015-03
BBH72710,Hominidae,2010
BBG74254,Hominidae,2013
AXL64581,Phasianidae,2015
AST11950,Hominidae,2013-04-22
AST12151,Hominidae,2013-04-30
AST12181,Hominidae,2015-02-19
ASE03828,Hominidae,2013-02-11
BAX35955,Hominidae,2014-05-31
BAX36137,Hominidae,2014-05-24
BAX36170,Hominidae,2014-05-03
BAX36214,Hominidae,2014-06-01
BAX36334,Hominidae,2014-05-01
AQT31697,Hominidae,2010
AQQ12249,Suidae,2015-02
AQQ12259,Suidae,2015-03
AQQ12346,Hominidae,2014-12
AKA40092,Hominidae,2006
AKA40141,Hominidae,1997-10-01
AKA40274,Hominidae,2004
AKA40322,Hominidae,2009
AKA40386,Hominidae,2009
AKA40475,Hominidae,2010-09-14
AKA40535,Hominidae,2009
AKA40594,Hominidae,2009
AKA40898,Hominidae,2009
AKA40947,Hominidae,2011
AKA40984,Hominidae,2009
AIL83411,Hominidae,2012
AFR33118,Suidae,2006
BAJ13368,Suidae,2006-09
WDU50259,Hominidae,2016
WDU50773,Hominidae,2018
WDU50785,Hominidae,2018
WDU50978,Hominidae,2015
WDU51038,Hominidae,2015
WVW90378,Hominidae,2017
WVW90381,Hominidae,2017
WGH12466,Hominidae,2017
QXY09616,Hominidae,2013-04-13
QXY10350,Hominidae,2014-06-16
BCD71197,Hominidae,2016-02
BCD71241,Hominidae,2016-03
BCD71285,Hominidae,2016-03
BCD71406,Hominidae,2016
BCD71428,Hominidae,2016
BCD71450,Hominidae,2017-04
BCD71521,Hominidae,2017-04
BCD71543,Hominidae,2017-04
BCD71575,Hominidae,2017-04
BCD71586,Hominidae,2017-04
BCD71597,Hominidae,2017-04
BCD71608,Hominidae,2017-04
BCD71663,Hominidae,2017-05
BCD71740,Hominidae,2017-04
BCD71806,Hominidae,2017-04
BCK33953,Hominidae,2016
BCK33979,Hominidae,2016
BCK33987,Hominidae,2016
BCK33988,Hominidae,2016
BCK33996,Hominidae,2016
BCK34003,Hominidae,2016
BCK34578,Hominidae,2017
BCK34582,Hominidae,2017
BCK34583,Hominidae,2017
BCK34584,Hominidae,2017
BCK34586,Hominidae,2017
QCD17039,Hominidae,2017
BBM12414,Hominidae,2016
QGX01915,Suidae,2015-08
QGX01918,Suidae,2015-10
QFU80850,Hominidae,2017
QCL12346,Hominidae,2016-10-30
QDF63673,Suidae,2014-02-10
BBH72315,Hominidae,1987
BBH72316,Hominidae,1987
AYE56697,Hominidae,2013
AWI73615,Hominidae,2016-09
AWI73659,Hominidae,2015-03
AWI73670,Hominidae,2014-10
BBG74250,Hominidae,2018
BBJ35481,Hominidae,2014
AWH66588,Hominidae,2017
AWH66593,Hominidae,2017
AVK92970,Suidae,2014-01-19
AVK92971,Suidae,2014-02-19
AVK92972,Suidae,2014-02-10
ASE03953,Hominidae,2012-12-11
ASE04290,Hominidae,2012-08-07
BAX35933,Hominidae,2014-05-23
BAX36019,Hominidae,2014-06-12
BAV81474,Hominidae,2012
BAV81485,Hominidae,2012
BAV81496,Hominidae,2012
BAV81507,Hominidae,2012
BAV81518,Hominidae,2012
BAV81521,Hominidae,2013
AKA40436,Hominidae,2011-06-23
AIL83373,Hominidae,2012
AIL83394,Hominidae,2012
AIL83416,Hominidae,2012
AHZ91132,Hominidae,2005
XKB61877,Hominidae,2010
XKB61880,Hominidae,2009
XKB61882,Hominidae,2010
XKB61883,Hominidae,2010
XKB61884,Hominidae,2012
XKB61885,Hominidae,2012
XKB61886,Hominidae,2012
XKB61887,Hominidae,2012
XKB61888,Hominidae,2017
XKB61889,Hominidae,2018
XKB61892,Hominidae,2017
XKB61893,Hominidae,2017
XKB61894,Hominidae,2017
XKB61895,Hominidae,2017
XKB61896,Hominidae,2017
XDL44525,Hominidae,2016
XDL44537,Hominidae,2017
XDL44549,Hominidae,2016
XDL44561,Hominidae,2017
XDL44573,Hominidae,2017
XDL44585,Hominidae,2017
XDL44597,Hominidae,2016
XDL44609,Hominidae,2018
XDL44621,Hominidae,2017
XDL44633,Hominidae,2015
XDL44645,Hominidae,2016
XDL44657,Hominidae,2018
XDL44669,Hominidae,2017
XDL44681,Hominidae,2017
XDL44693,Hominidae,2016
XDL44705,Hominidae,2018
XDL44717,Hominidae,2018
XDL44729,Hominidae,2017
XDL44741,Hominidae,2017
XDL44753,Hominidae,2015
XDL44823,Hominidae,2017
XDI09036,Hominidae,2015
XDI09037,Hominidae,2015
XDI09038,Hominidae,2016
XDI09039,Hominidae,2016
XDI09040,Hominidae,2016
XDI09042,Hominidae,2016
XDI09043,Hominidae,2015
XDI09044,Hominidae,2015
XDI09046,Hominidae,2015
XDI09047,Hominidae,2015
XDI09048,Hominidae,2015
XDI09049,Hominidae,2015
XDI09050,Hominidae,2015
XDI09052,Hominidae,2015
XDI09053,Hominidae,2015
XDI09054,Hominidae,2015
XDI09055,Hominidae,2015
XDI09056,Hominidae,2015
BFN35213,Hominidae,1988
WZL09410,Suidae,2018
WXC36875,Bovidae,2017-03-01
WWQ34377,Hominidae,2016
WWQ34388,Hominidae,2016
WWQ34399,Hominidae,2016
WWQ34410,Hominidae,2016
WDU50185,Hominidae,2015
WDU50197,Hominidae,2016
WDU50209,Hominidae,2016
WDU50221,Hominidae,2016
WDU50233,Hominidae,2016
WDU50245,Hominidae,2016
WDU50258,Hominidae,2016
WDU50281,Hominidae,2016
WDU50305,Hominidae,2017
WDU50317,Hominidae,2018
WDU50329,Hominidae,2018
WDU50341,Hominidae,2017
WDU50353,Hominidae,2017
WDU50365,Hominidae,2017
WDU50377,Hominidae,2017
WDU50389,Hominidae,2017
WDU50401,Hominidae,2017
WDU50413,Hominidae,2017
WDU50425,Hominidae,2017
WDU50437,Hominidae,2017
WDU50449,Hominidae,2017
WDU50461,Hominidae,2017
WDU50473,Hominidae,2017
WDU50485,Hominidae,2017
WDU50497,Hominidae,2017
WDU50509,Hominidae,2017
WDU50521,Hominidae,2017
WDU50533,Hominidae,2018
WDU50545,Hominidae,2018
WDU50557,Hominidae,2018
WDU50569,Hominidae,2018
WDU50581,Hominidae,2018
WDU50593,Hominidae,2017
WDU50605,Hominidae,2017
WDU50629,Hominidae,2015
WDU50641,Hominidae,2015
WDU50653,Hominidae,2017
WDU50665,Hominidae,2017
WDU50677,Hominidae,2017
WDU50689,Hominidae,2017
WDU50701,Hominidae,2017
WDU50713,Hominidae,2017
WDU50725,Hominidae,2017
WDU50737,Hominidae,2017
WDU50749,Hominidae,2017
WDU50761,Hominidae,2018
WDU50797,Hominidae,2018
WDU50809,Hominidae,2018
WDU50821,Hominidae,2018
WDU50834,Hominidae,2018
WDU50846,Hominidae,2018
WDU50858,Hominidae,2018
WDU50870,Hominidae,2018
WDU50882,Hominidae,2018
WDU50894,Hominidae,2018
WDU50906,Hominidae,2018
WDU50918,Hominidae,2018
WDU50930,Hominidae,2018
WDU50942,Hominidae,2015
WDU50954,Hominidae,2015
WDU50966,Hominidae,2015
WDU51002,Hominidae,2015
WDU51014,Hominidae,2015
WDU51026,Hominidae,2015
WDU51051,Hominidae,2015
WDU51052,Hominidae,2015
WDU51065,Hominidae,2015
WDU51078,Hominidae,2016
WDU51090,Hominidae,2016
WDU51102,Hominidae,2016
WDU51114,Hominidae,2016
WVD54147,Hominidae,2018
WVD54150,Hominidae,2017
WVD54151,Hominidae,2018
WVW90379,Hominidae,2017
WVW90380,Hominidae,2017
WVW90382,Hominidae,2017
WVW90383,Hominidae,2017
WVW90384,Hominidae,2017
WVW90385,Hominidae,2017
WVW90386,Hominidae,2017
WVW90388,Hominidae,2017
WVW90389,Hominidae,2017
WVW90390,Hominidae,2017
WVW90391,Hominidae,2017
WVW90392,Hominidae,2017
WVW90393,Hominidae,2017
WVW90395,Hominidae,2017
WVV19622,Hominidae,1982
WVV19633,Hominidae,1982
BEG97604,Hominidae,2017
WPT07646,Hominidae,2015
WPT07647,Hominidae,2015
WPT07648,Hominidae,2015
WPT07649,Hominidae,2016
WPT07650,Hominidae,2015
WPT07651,Hominidae,2016
WPT07652,Hominidae,2016
WPT07653,Hominidae,2016
WPT07654,Hominidae,2015
WPT07655,Hominidae,2015
WPT07656,Hominidae,2016
WPT07657,Hominidae,2016
WPT07658,Hominidae,2016
WPT07659,Hominidae,2016
WPT07660,Hominidae,2016
WPT07661,Hominidae,2016
WPT07662,Hominidae,2016
WOZ29667,Hominidae,2016
WOZ29668,Hominidae,2016
WOZ29669,Hominidae,2017
WOZ29670,Hominidae,2017
WOZ29674,Hominidae,2017
WOZ29681,Hominidae,2017
WIF26812,Hominidae,2017-03-18
WIF26816,Hominidae,2017-04-06
WIF26827,Hominidae,2016-12-15
WIF26838,Hominidae,2016-11-23
WIF26849,Hominidae,2015-10-29
WIF26860,Hominidae,2014-12-24
WIF26871,Hominidae,2012-05-17
WIF26881,Hominidae,2012-05-17
WIF26892,Hominidae,2012-02-09
WIF26902,Hominidae,2010-11-03
WIF26912,Hominidae,2011-05-13
WIF26922,Hominidae,2012-10-29
WKD80930,Hominidae,2017
WJN01077,Hominidae,2012
WJN01078,Hominidae,2013
WJN01079,Hominidae,2013
WJN01080,Hominidae,2013
WJN01081,Hominidae,2013
WJN01082,Hominidae,2013
WJN01083,Hominidae,2013
WJN01084,Hominidae,2013
WJN01085,Hominidae,2013
WJN01086,Hominidae,2013
WJN01087,Hominidae,2013
WJN01088,Hominidae,2013
WJN01089,Hominidae,2013
WJN01090,Hominidae,2013
WJN01091,Hominidae,2013
WJN01092,Hominidae,2013
WJN01093,Hominidae,2013
WJN01094,Hominidae,2013
WJN01095,Hominidae,2013
WJN01096,Hominidae,2013
WJN01097,Hominidae,2015
WAN71791,Hominidae,2008-06-03
WAN71792,Hominidae,2008-03-17
WAN71794,Hominidae,2008-01-28
WAN71795,Hominidae,2009-06-22
WAN71796,Hominidae,2012-05-21
WAN71797,Hominidae,2012-05-23
WAN71798,Hominidae,2012-05-24
WAN71799,Hominidae,2012-05-24
WAN71800,Hominidae,2012-12-12
WAN71801,Hominidae,2012-03-01
WAN71802,Hominidae,2012-05-15
WAN71803,Hominidae,2012-09-24
WAN71804,Hominidae,2012-07-04
WAN71805,Hominidae,2012-08-09
WAN71806,Hominidae,2012-11-01
WAN71807,Hominidae,2012-11-06
WAN71808,Hominidae,2012-10-18
WAN71809,Hominidae,2013-05-15
WAN71810,Hominidae,2013-10-21
WAN71811,Hominidae,2013-10-23
WAN71812,Hominidae,2013-05-07
WAN71813,Hominidae,2013-09-02
WAN71814,Hominidae,2013-06-03
WAN71815,Hominidae,2013-06-11
WAN71816,Hominidae,2013-08-21
WAN71817,Hominidae,2013-09-17
WAN71818,Hominidae,2013-09-23
WAN71819,Hominidae,2013-12-02
WAN71820,Hominidae,2013-05-03
WAN71821,Hominidae,2013-06-04
WAN71822,Hominidae,2013-06-04
WAN71823,Hominidae,2013-08-23
WAN71824,Hominidae,2013-12-05
WAN71825,Hominidae,2013-01-07
WAN71826,Hominidae,2013-05-29
WAN71827,Hominidae,2014-03-14
WAN71828,Hominidae,2014-03-17
WAN71829,Hominidae,2014-03-11
WAN71830,Hominidae,2014-04-22
WAN71831,Hominidae,2014-06-25
WAN71832,Hominidae,2014-02-06
WAN71833,Hominidae,2014-02-10
WAN71834,Hominidae,2014-02-14
WAN71835,Hominidae,2014-03-18
WAN71836,Hominidae,2014-03-31
WAN71837,Hominidae,2014-01-23
WAN71838,Hominidae,2014-01-27
WAN71839,Hominidae,2014-06-12
WAN71840,Hominidae,2014-06-16
WAN71841,Hominidae,2014-06-20
WAN71842,Hominidae,2014-09-24
WAN71843,Hominidae,2014-07-31
WAN71844,Hominidae,2014-08-27
WAN71845,Hominidae,2014-01-31
WAN71846,Hominidae,2014-01-30
WAN71847,Hominidae,2014-04-05
WAN71848,Hominidae,2014-09-22
WAN71849,Hominidae,2014-04-16
WAN71850,Hominidae,2015-07-14
WAN71851,Hominidae,2015-08-20
WAN71852,Hominidae,2015-09-09
WAN71853,Hominidae,2015-10-05
WAN71854,Hominidae,2015-11-27
WAN71855,Hominidae,2015-08-17
WAN71856,Hominidae,2015-09-10
WAN71857,Hominidae,2015-09-17
WAN71858,Hominidae,2015-11-13
WAN71859,Hominidae,2015-11-03
WAN71860,Hominidae,2015-07-02
WAN71861,Hominidae,2016-01-21
WAN71862,Hominidae,2016-02-16
WAN71863,Hominidae,2016-02-22
WAN71864,Hominidae,2016-03-01
WAN71865,Hominidae,2016-03-01
WAN71866,Hominidae,2016-04-04
WAN71867,Hominidae,2016-04-04
WAN71868,Hominidae,2016-05-13
WAN71869,Hominidae,2016-06-02
WAN71870,Hominidae,2016-06-03
WAN71871,Hominidae,2016-07-05
WAN71872,Hominidae,2016-08-23
WAN71873,Hominidae,2016-09-21
WAN71874,Hominidae,2016-11-09
WAN71875,Hominidae,2016-12-06
WAN71876,Hominidae,2017-01-27
WAN71877,Hominidae,2017-01-30
WAN71878,Hominidae,2017-02-09
WAN71879,Hominidae,2017-03-24
WAN71880,Hominidae,2017-04-03
WAN71881,Hominidae,2017-05-18
WAN71882,Hominidae,2017-06-19
WAN71883,Hominidae,2017-06-28
WAN71884,Hominidae,2017-07-07
WAN71885,Hominidae,2017-08-08
WAN71886,Hominidae,2017-09-07
WAN71887,Hominidae,2017-10-23
WAN71888,Hominidae,2017-12-07
WAN71889,Hominidae,2017-12-20
WAN71890,Hominidae,2018-05-15
WGH12463,Hominidae,2017
WGH12464,Hominidae,2017
WGH12465,Hominidae,2017
WGH12467,Hominidae,2017
WGH12468,Hominidae,2017
WGH12469,Hominidae,2017
WGH12470,Hominidae,2017
WGH12471,Hominidae,2017
WGH12472,Hominidae,2017
WGH12473,Hominidae,2017
WGH12474,Hominidae,2017
WGH12475,Hominidae,2017
WGH12476,Hominidae,2017
WGH12477,Hominidae,2017
WGH12478,Hominidae,2017
WGH12479,Hominidae,2017
WGH12480,Hominidae,2017
WGH12481,Hominidae,2017
WGH12482,Hominidae,2017
WEF42270,Hominidae,2012
WEF42271,Hominidae,2012
WEF42272,Hominidae,2014
WEF42273,Hominidae,2014
WEF42274,Hominidae,2014
WEF42275,Hominidae,2014
WEF42276,Hominidae,2013
WEF42277,Hominidae,2014
WEF42278,Hominidae,2014
WEF42279,Hominidae,2014
WEF42280,Hominidae,2015
WEF42281,Hominidae,2015
WEF42282,Hominidae,2015
WEF42283,Hominidae,2015
WEF42284,Hominidae,2015
WEF42285,Hominidae,2015
WEF42286,Hominidae,2015
WEF42287,Hominidae,2015
WEF42288,Hominidae,2015
WEF42289,Hominidae,2015
WEF42290,Hominidae,2015
WEF42291,Hominidae,2016
WEF42292,Hominidae,2016
WEF42293,Hominidae,2016
WEF42294,Hominidae,2016
WEF42295,Hominidae,2016
WEF42296,Hominidae,2016
WEF42297,Hominidae,2016
WEF42298,Hominidae,2016
WCG92604,Hominidae,2013
WCG92605,Hominidae,2015
WCG92606,Hominidae,2015
WCG92607,Hominidae,2015
WCG92608,Hominidae,2017
WCB27532,Hominidae,2014-06-14
WCB27543,Hominidae,2014-07-17
WBW48788,Hominidae,2014
WAA68930,Hominidae,2013
UXX27350,Hominidae,2018-09-24
UXX27359,Hominidae,2017-11-17
UXX27360,Hominidae,2017-11-21
UXX27361,Hominidae,2017-12-12
UXX27362,Hominidae,2018-01-08
UXX27363,Hominidae,2018-01-18
UXX27364,Hominidae,2018-02-12
UXX27365,Hominidae,2018-03-09
UXX27366,Hominidae,2018-03-12
UXX27367,Hominidae,2018-04-03
UXX27368,Hominidae,2018-04-10
UXX27369,Hominidae,2018-05-02
UXX27370,Hominidae,2018-05-15
UXX27371,Hominidae,2018-06-27
UXX27372,Hominidae,2018-07-03
UXX27373,Hominidae,2018-07-03
UXX27374,Hominidae,1997-07-03
UXX27375,Hominidae,1999-01-13
UTQ11278,Hominidae,2017-12-13
UTQ11279,Hominidae,2017-12-13
UTQ11280,Hominidae,2017-12-13
UTQ11281,Hominidae,2017-12-13
UTQ11282,Hominidae,2017-12-13
UTQ11283,Hominidae,2017-12-13
UTQ11284,Hominidae,2017-12-13
UTQ11285,Hominidae,2017-12-13
UTQ11286,Hominidae,2017-12-13
UTQ11287,Hominidae,2017-12-13
UTQ11288,Hominidae,2017-12-13
UTQ11289,Hominidae,2017-12-13
UTQ11290,Hominidae,2017-12-13
UTQ11291,Hominidae,2017-12-13
UTQ11292,Hominidae,2017-12-13
UTQ11293,Hominidae,2017-12-13
UTQ11294,Hominidae,2017-12-13
UTQ11295,Hominidae,2017-12-13
UTQ11296,Hominidae,2017-12-13
UTQ11297,Hominidae,2017-12-13
UTQ11298,Hominidae,2017-12-13
UTQ11299,Hominidae,2017-12-13
UTQ11300,Hominidae,2017-12-13
UTQ11301,Hominidae,2017-12-13
UTQ11302,Hominidae,2017-12-13
UTQ11303,Hominidae,2017-12-13
UTQ11304,Hominidae,2017-12-13
UTQ11305,Hominidae,2017-12-13
UTQ11306,Hominidae,2017-12-13
UTQ11307,Hominidae,2017-12-13
UTQ11308,Hominidae,2017-12-13
UTQ11309,Hominidae,2017-12-13
UTQ11310,Hominidae,2017-12-13
UTQ11311,Hominidae,2017-12-13
UTQ11312,Hominidae,2017-12-13
UTQ11313,Hominidae,2017-12-13
BDD80101,Hominidae,2017
BDD80112,Hominidae,2017
BDD80167,Hominidae,2018
BDG58362,Hominidae,2018-03-20
URW63830,Suidae,2018
UQJ69752,Hominidae,2016
UQJ69764,Hominidae,2016
UQJ69776,Hominidae,2016
UQJ69788,Hominidae,2016
UQJ69800,Hominidae,2016
UQJ69812,Hominidae,2016
UQJ69824,Hominidae,2016
UQJ69836,Hominidae,2016
UQJ69848,Hominidae,2016
UQJ69860,Hominidae,2016
UQJ69872,Hominidae,2016
UQJ69884,Hominidae,2016
UQJ69885,Hominidae,2016
UQJ69907,Hominidae,2016
UQJ69919,Hominidae,2016
UQJ69930,Hominidae,2016
UQJ69941,Hominidae,2017
UQJ69952,Hominidae,2017
UQJ69964,Hominidae,2017
UQJ69976,Hominidae,2017
UQJ69988,Hominidae,2017
UQJ69999,Hominidae,2017
UQJ70011,Hominidae,2017
UQJ70023,Hominidae,2017
UQJ70035,Hominidae,2017
UQJ70047,Hominidae,2017
UQJ70059,Hominidae,2017
UQJ70071,Hominidae,2017
UQJ70083,Hominidae,2017
UQJ70095,Hominidae,2017
UQJ70107,Hominidae,2017
UQJ70119,Hominidae,2017
UQJ70131,Hominidae,2017
UQJ70142,Hominidae,2017
UQJ70153,Hominidae,2017
